taxid,desc,superkingdom,phylum,class,order,family,genus,species,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-SRS301865,CD-SRS301866,CD-SRS301867,CD-SRS301868,CD-SRS301869,CD-SRS301870,CD-SRS301871,CD-SRS301872,CD-SRS301873,CD-SRS301874,CD-SRS301875,CD-SRS301876,CD-SRS301877,CD-SRS301878,CD-SRS301879,UC-SRS071964,UC-SRS071970,UC-SRS071978,UC-SRS071981,UC-SRS071982,UC-SRS071988,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713
160846,Natrialba taiwanensis,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natrialba,Natrialba taiwanensis,0,0,0.000001,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419186,Natrinema gari,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natrinema,Natrinema gari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69527,Natrinema pallidum,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natrinema,Natrinema pallidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88724,Natrinema versiforme,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natrinema,Natrinema versiforme,0,0,0.000001,0,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5889,Paramecium aurelia,Eukaryota,none,Oligohymenophorea,Peniculida,Parameciidae,Paramecium,Paramecium aurelia,0,0,0,0,0,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160070,Pseudendoclonium akinetum,Eukaryota,Chlorophyta,Ulvophyceae,Ulvales,none,Pseudendoclonium,Pseudendoclonium akinetum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46257,Pseudomonas avellanae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas avellanae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47883,Pseudomonas synxantha,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas synxantha,0,0.000001,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658080,Ralstonia sp. 5_2_56FAA,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. 5_2_56FAA,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334542,Rhodococcus qingshengii,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus qingshengii,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745408,Rhodococcus sp. JVH1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus sp. JVH1,0,0,0.000001,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265601,Streptomyces sp. PAMC26508,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. PAMC26508,0,0.000001,0.000002,0,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195457,Streptomyces sp. SM8,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SM8,0,0.000001,0.000002,0,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198115,Thaumarchaeota archaeon SCGC AB-539-E09,Archaea,Thaumarchaeota,none,none,none,none,Thaumarchaeota archaeon SCGC AB-539-E09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,Lactobacillus amylovorus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.000007,0.000014,0.000015,0.00002,0.000016,0.000017,0.000014,0.262517,0.383549,0.000016,0.000055,0.000005,0.000012,0.000003,0.228988,0.000269,0.312535,0.000014,0.008136,0.00004,0.000009,0.000034,0.000007,0.00001,0,0.000001,0.000005,0.000007,0.000008,0.00001,0.000033,0.000026,0.000011,0.000055,0.000006,0.000002,0.000006,0.000054,0.000022,0.000001,0.000001,0,0.000015,0.000024,0.000017,0.000033,0.000046,0.000015,0.000025,0.00001,0.000016,0.000001,0.000026,0.000027,0.000093,0.000007,0.000004,0.000008,0.000011,0.000022,0.000023,0.000011
97478,Lactobacillus mucosae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mucosae,0.00001,0.000023,0.000026,0.000024,0.000031,0.00002,0.000028,0.108851,0.0689,0.000003,0.000014,0.000004,0.000006,0.000002,0.14629,0.000093,0.053588,0.000008,0.000405,0.000009,0.000003,0.00002,0.000019,0.000011,0,0,0.000009,0,0.000016,0.000018,0.000031,0.000032,0.00001,0.000039,0.000006,0.000002,0.000007,0.000044,0.000035,0.000029,0.000003,0.000001,0.000017,0.000016,0.000025,0.00004,0.000118,0.000011,0.000037,0.000007,0.000014,0.000006,0.00003,0.000118,0.000022,0.000013,0.000005,0.000008,0.000011,0.000049,0.000072,0.000002
936548,Actinomyces sp. ICM47,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. ICM47,0.000139,0.001073,0.00029,0.000122,0.010084,0.000016,0.000332,0.000257,0.000107,0.001032,0.000036,0.000067,0.000043,0.000197,0.000033,0.000144,0.000026,0.00035,0.000777,0.000953,0.002374,0.011004,0,0.000013,0.000001,0,0.000004,0.000013,0.000002,0.000001,0.000009,0.000001,0,0.000005,0,0.000001,0.000001,0.000001,0.000004,0.000001,0,0,0.000003,0.000005,0.000002,0.000006,0.000005,0.000003,0.000002,0,0.000003,0.000002,0.000001,0.000001,0,0.000001,0,0.000003,0.000005,0.000008,0.000003,0.000002
1579,Lactobacillus acidophilus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,0.000032,0.000104,0.000123,0.001218,0.000138,0.000132,0.000098,0.122076,0.178197,0.000014,0.000034,0.00001,0.000032,0.000011,0.106612,0.000136,0.144605,0.000019,0.003785,0.000033,0.000007,0.000029,0.000031,0.000008,0,0.000001,0.000007,0.000011,0.000028,0.000058,0.000127,0.000089,0.000037,0.000191,0.000018,0.000016,0.000031,0.00012,0.000106,0.000002,0.000005,0.000001,0.000048,0.000111,0.000068,0.000058,0.000222,0.000018,0.000086,0.000015,0.000043,0.000019,0.000036,0.000094,0.000079,0.001816,0.000005,0.000016,0.000057,0.000099,0.000114,0.000012
1660,Actinomyces odontolyticus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces odontolyticus,0.000853,0.006796,0.001794,0.001121,0.064376,0.000165,0.002798,0.000662,0.000261,0.007655,0.000677,0.001067,0.000828,0.001315,0.000453,0.004975,0.000123,0.001575,0.003998,0.005335,0.010645,0.034103,0.000017,0.000071,0,0.000002,0.000047,0.000081,0.000015,0.000016,0.000077,0.000008,0.000006,0.000025,0.000005,0.000007,0.000006,0.000009,0.000026,0.000006,0.000002,0,0.000009,0.000047,0.000021,0.000044,0.000041,0.000021,0.000047,0.000005,0.000011,0.000007,0.000017,0.000026,0.000005,0.000007,0.000003,0.000017,0.00009,0.0001,0.000024,0.000018
61592,Corynebacterium durum,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium durum,0.000005,0.000049,0.000051,0.00004,0.000053,0.000015,0.000024,0.000016,0.000006,0.000184,0.000374,0.000312,0.000175,0.00001,0.000027,0.000036,0.000006,0.000104,0.000136,0.000241,0.000185,0.000402,0.00001,0,0,0,0.000003,0.000001,0.000001,0,0,0.000001,0,0,0,0,0,0,0.000004,0,0,0,0.000001,0.000001,0.000001,0.000005,0.000001,0.000001,0,0,0,0,0,0.000001,0,0.000001,0,0.000001,0.000002,0.000002,0.000001,0
244366,Klebsiella variicola,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella variicola,0.000004,0.000009,0.000008,0.000005,0.000049,0.000012,0.000012,0.000003,0.000002,0.000004,0.000001,0.000001,0.000002,0.00563,0.000003,0,0.000002,0.000002,0.000002,0.000003,0.000001,0.000002,0,0.000009,0,0,0.000006,0.000018,0.000002,0.000001,0.000002,0.000001,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000012,0,0,0,0.000004,0.000002,0.000002,0.000001,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000004,0.000014,0.000002,0.000001,0,0.000015,0.000002,0.000002,0.000003,0.000001
