taxid,desc,superkingdom,phylum,class,order,family,genus,species,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-SRS301865,CD-SRS301866,CD-SRS301867,CD-SRS301868,CD-SRS301869,CD-SRS301870,CD-SRS301871,CD-SRS301872,CD-SRS301873,CD-SRS301874,CD-SRS301875,CD-SRS301876,CD-SRS301877,CD-SRS301878,CD-SRS301879,UC-SRS071964,UC-SRS071970,UC-SRS071978,UC-SRS071981,UC-SRS071982,UC-SRS071988,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713
569,Hafnia alvei,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Hafnia,Hafnia alvei,0.000002,0.000003,0.000003,0.000002,0.003139,0.000004,0.014872,0.000001,0.000001,0.000004,0,0,0.000001,0.000002,0.000001,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000009,0.000009,0,0,0.000002,0.000016,0.000001,0.000001,0.000002,0.000002,0.000003,0.000001,0,0,0.000001,0.000002,0.000003,0,0.000002,0,0.000001,0.000002,0.000002,0.000005,0.000001,0.000001,0.000008,0.000001,0.000002,0.000001,0.000006,0.000008,0.000001,0.000001,0.000001,0.000004,0.000002,0.000004,0.000025,0
1197727,Pseudomonas sp. Ag1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. Ag1,0,0.000001,0.000001,0.000001,0.000006,0.000001,0.000001,0,0,0.000001,0,0,0,0,0,0,0,0.000001,0,0,0,0,0.013908,0,0.000016,0.000012,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0.000003,0.000004,0,0,0,0,0,0,0,0
452680,Pseudomonas sp. UK4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. UK4,0.000001,0.000004,0.000004,0.000003,0.000015,0.000004,0.000005,0.000001,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0.011569,0.000004,0.000016,0.000019,0.000001,0.000001,0.000002,0.000001,0.000002,0.000001,0.000003,0.000001,0,0.000001,0.000001,0.000002,0.000002,0,0,0,0.000002,0.000002,0.000002,0.000002,0.000004,0.000002,0.000002,0,0.000001,0.000002,0.000006,0.000004,0.000001,0.000001,0,0.000001,0.000003,0.000001,0.000004,0
287,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,0.000011,0.000026,0.000031,0.000032,0.000077,0.00017,0.000079,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0,0.000003,0,0.000003,0.000001,0,0,0,0.000001,0.008917,0.000005,0.000014,0.000215,0.000011,0.000006,0.000015,0.000008,0.000012,0.000007,0.000004,0.000007,0.000002,0.000004,0.000007,0.000005,0.000008,0,0.000005,0,0.000009,0.00001,0.000007,0.00001,0.00002,0.000005,0.00001,0.000002,0.000008,0.00001,0.000019,0.000025,0.000003,0.000006,0.000002,0.000005,0.00002,0.000012,0.000017,0.000001
469598,Escherichia sp. 3_2_53FAA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia sp. 3_2_53FAA,0.008568,0.000372,0.000364,0.000235,0.000006,0.00013,0.000007,0.00003,0.000015,0.000001,0.000018,0.000059,0.000001,0.000174,0.000007,0.000009,0.000009,0.000059,0.000001,0.000001,0.000001,0.000026,0.002211,0.000325,0.000032,0.000058,0.005641,0.000348,0,0,0.000001,0.000002,0,0.000002,0.000001,0,0,0.000001,0.000525,0.000007,0.000025,0.00001,0.000091,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000044,0,0.000001,0.000001,0.000019,0,0.000002,0.000001,0.000009,0.00006,0.000004,0.000015
28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica,0.000269,0.001153,0.000415,0.000359,0.00031,0.000285,0.001063,0.000078,0.000046,0.000022,0.000008,0.000012,0.000005,0.000487,0.00004,0.000024,0.000037,0.000059,0.000006,0.000016,0.000008,0.000024,0.00801,0.000323,0.000203,0.000198,0.001249,0.000481,0.000015,0.000015,0.000019,0.000023,0.000016,0.000039,0.000007,0.000021,0.000007,0.000008,0.000042,0.00001,0.00001,0.000003,0.000015,0.000025,0.00002,0.000051,0.000031,0.000017,0.00004,0.000008,0.000016,0.000014,0.000051,0.000081,0.00007,0.000012,0.000006,0.000024,0.000012,0.000127,0.000037,0.000014
294,Pseudomonas fluorescens,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,0.000008,0.000027,0.000025,0.000017,0.00008,0.000022,0.00003,0.000006,0.000004,0.000001,0.000002,0.000002,0.000003,0.000001,0.000006,0.000001,0.000006,0.000002,0.000001,0.000001,0.000001,0.000002,0.007253,0.000007,0.00001,0.000019,0.000003,0.000005,0.000016,0.000007,0.000011,0.00001,0.000004,0.00001,0.000002,0.00001,0.000004,0.000008,0.00001,0.000001,0.000003,0.000001,0.000007,0.000012,0.000009,0.000015,0.000022,0.000008,0.00001,0.000002,0.000007,0.000011,0.000038,0.000063,0.000008,0.000006,0.000003,0.000005,0.000022,0.000013,0.000018,0.000001
622,Shigella dysenteriae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella dysenteriae,0.000697,0.006292,0.001155,0.000739,0.000041,0.000509,0.000017,0.000202,0.000102,0.000005,0.00001,0.000036,0,0.000301,0.000052,0.000051,0.000059,0.00022,0.000004,0.000003,0.000001,0.00005,0.001925,0.000996,0.000062,0.000056,0.002282,0.001507,0.000001,0.000001,0.000004,0.000012,0.000002,0.000004,0.000003,0.000001,0.000001,0.000002,0.000044,0.000021,0.000007,0.000002,0.000015,0.000001,0.000002,0.000002,0.000003,0.000002,0.000003,0.000002,0.000005,0.000001,0.000003,0.000009,0.000048,0.000001,0.000001,0.000002,0.000004,0.000009,0.00002,0.000013
244366,Klebsiella variicola,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella variicola,0.000004,0.000009,0.000008,0.000005,0.000049,0.000012,0.000012,0.000003,0.000002,0.000004,0.000001,0.000001,0.000002,0.00563,0.000003,0,0.000002,0.000002,0.000002,0.000003,0.000001,0.000002,0,0.000009,0,0,0.000006,0.000018,0.000002,0.000001,0.000002,0.000001,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000012,0,0,0,0.000004,0.000002,0.000002,0.000001,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000004,0.000014,0.000002,0.000001,0,0.000015,0.000002,0.000002,0.000003,0.000001
469608,Klebsiella sp. 1_1_55,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp. 1_1_55,0.000003,0.00006,0.000006,0.000003,0.000044,0.000008,0.000007,0.000001,0.000001,0.000002,0,0,0.000002,0.005611,0.000001,0.000001,0.000001,0.000001,0,0.000002,0,0.000001,0.000001,0.000003,0,0,0.000002,0.000008,0.000002,0.000001,0.000002,0.000001,0.000001,0.000002,0,0,0.000001,0,0.000012,0,0,0,0.000004,0.000002,0.000002,0.000002,0.000002,0.000001,0.000002,0.000001,0.000001,0.000001,0.000006,0.000013,0.000005,0.000001,0,0.000015,0.000003,0.000001,0.000004,0.000001
391597,Limnobacter sp. MED105,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp. MED105,0.000002,0.000003,0.000002,0.000004,0.000016,0.000003,0.000005,0,0,0,0,0.000001,0.000001,0,0,0,0.000001,0,0,0,0,0,0.00503,0.000027,0.000716,0.000008,0.000014,0.000019,0.000003,0.000001,0.000002,0.000001,0.000002,0.000007,0,0.000001,0.000001,0.000001,0.000003,0,0.000001,0,0.000002,0.000005,0.000003,0.000005,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000004,0.000016,0.000007,0.000001,0.000001,0.000001,0.000001,0.000001,0.000006,0
665944,Klebsiella sp. 4_1_44FAA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp. 4_1_44FAA,0.000006,0.00048,0.00001,0.000012,0.000023,0.000023,0.000039,0.000011,0.000007,0.000098,0.000095,0.000109,0.000046,0.0036,0.000014,0.000007,0.000004,0.000055,0.00008,0.000064,0.000152,0.000104,0.000527,0.000086,0.002712,0.000034,0.000033,0.000138,0.000001,0.000002,0.000003,0.000002,0.000002,0.000007,0.000007,0.000001,0.000002,0.000001,0.000022,0.000002,0.000001,0.000001,0.000004,0.000003,0.000003,0.000005,0.00002,0.000002,0.000004,0.000002,0.000003,0.000001,0.000003,0.000008,0.000013,0.000002,0.000001,0.000014,0.00001,0.000008,0.000008,0.000003
901,Desulfovibrio piger,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,0.001112,0.000402,0.000311,0.000866,0.000617,0.00114,0.002903,0.000002,0.000001,0.000001,0.000004,0.000004,0.000005,0,0.000003,0,0.000002,0.000003,0.000001,0.000001,0.000002,0.000006,0,0.000017,0,0,0.000007,0.000016,0.000028,0.000028,0.000057,0.000031,0.00001,0.000056,0.000012,0.000012,0.000021,0.000029,0.000787,0.000001,0.000009,0.000001,0.000023,0.000052,0.000043,0.000054,0.000078,0.000023,0.000034,0.000006,0.000026,0.000027,0.000067,0.000068,0.000176,0.000015,0.00048,0.000026,0.000075,0.00004,0.000122,0.000004
715,Actinobacillus pleuropneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus pleuropneumoniae,0.000012,0.000025,0.000024,0.000027,0.000032,0.000027,0.00003,0.000012,0.000013,0.000003,0.000001,0.000002,0.000004,0.000004,0.000009,0.000002,0.000017,0.000007,0.000002,0.000003,0.000001,0.000007,0.002858,0.000039,0.000056,0.000055,0.000042,0.000017,0.000014,0.000017,0.000044,0.000051,0.00002,0.000028,0.00001,0.000006,0.00001,0.000024,0.000025,0.00001,0.000022,0.000005,0.000023,0.000031,0.000019,0.000034,0.000042,0.00002,0.000041,0.000014,0.000032,0.000013,0.000082,0.000103,0.000041,0.000008,0.00001,0.000009,0.000019,0.000027,0.000039,0.000015
1076,Rhodopseudomonas palustris,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,0.00002,0.000048,0.000044,0.000025,0.000105,0.00004,0.000068,0.000007,0.000005,0.000001,0.000002,0.000002,0.000002,0.000003,0.000008,0,0.000007,0.000002,0.000001,0,0.000001,0.000003,0.002799,0.000001,0.000005,0.000078,0,0.000001,0.000022,0.00001,0.000017,0.000014,0.00001,0.000022,0.000003,0.000002,0.000007,0.000009,0.000014,0.000001,0.000015,0,0.000011,0.000016,0.000012,0.000021,0.000044,0.000022,0.00001,0.000003,0.00001,0.000008,0.000173,0.000362,0.000015,0.000009,0.000002,0.000008,0.000027,0.000022,0.000052,0.000001
847,Oxalobacter formigenes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes,0.000446,0.00031,0.000226,0.001399,0.002773,0.001043,0.002597,0.000056,0.000062,0.000002,0.000014,0.000009,0.00001,0.000001,0.000021,0.000001,0.000155,0.000007,0.000004,0.000004,0.000001,0.000003,0.000008,0.000044,0,0.000001,0.00002,0.000038,0.000073,0.000034,0.000408,0.000045,0.000169,0.001103,0.000047,0.000006,0.000534,0.000434,0.000222,0.000011,0.000024,0.000001,0.000051,0.000108,0.000053,0.000076,0.001312,0.000233,0.000069,0.000011,0.00004,0.000052,0.00035,0.000391,0.000038,0.000021,0.000009,0.000032,0.000068,0.000072,0.000882,0.000016
623,Shigella flexneri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri,0.000752,0.00263,0.001233,0.000751,0.000043,0.000364,0.000017,0.00024,0.000124,0.000005,0.00001,0.000034,0,0.000366,0.000059,0.000063,0.000072,0.000322,0.000004,0.000004,0.000001,0.00004,0.002403,0.001213,0.000096,0.000095,0.002088,0.001831,0.000001,0.000001,0.000006,0.000016,0.000001,0.000003,0.000004,0.000001,0.000001,0.000001,0.000048,0.000021,0.000006,0.000002,0.000018,0.000002,0.000001,0.000001,0.000003,0.000001,0.000008,0.000003,0.000005,0.000001,0.000002,0.000004,0.000058,0.000001,0.000002,0.000001,0.000004,0.000007,0.000025,0.000016
251701,Pseudomonas syringae group genomosp. 3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group genomosp. 3,0.000003,0.000008,0.00001,0.000006,0.000022,0.000007,0.000011,0.000001,0,0,0,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0.002054,0.000003,0.000002,0.000004,0,0.000002,0.000005,0.000003,0.000004,0.000003,0.000003,0.000003,0.000001,0,0.000001,0.000002,0.000003,0,0.000002,0,0.000002,0.000004,0.000003,0.000006,0.000006,0.000004,0.00001,0.000001,0.000003,0.000002,0.000012,0.000009,0.000002,0.000001,0.000001,0.000002,0.000017,0.000003,0.000006,0.000001
437898,Sutterella parvirubra,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella parvirubra,0.000018,0.000019,0.000018,0.000013,0.00006,0.000065,0.000167,0.000008,0.000011,0,0.000001,0.000001,0.000001,0.000007,0.000008,0,0.00003,0.000001,0.000001,0,0,0.000003,0.000006,0.001869,0.000002,0.000006,0.000974,0.001507,0.000015,0.000025,0.000015,0.000005,0.000016,0.000008,0.000002,0.000682,0.000143,0.000008,0.000005,0.000001,0.000011,0.000013,0.000007,0.000008,0.000122,0.000007,0.000019,0.00001,0.000005,0.000003,0.000343,0.000022,0.000035,0.000028,0.000001,0.000052,0.00057,0.000161,0.000023,0.000009,0.000015,0.000001
303,Pseudomonas putida,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,0.00001,0.000024,0.000023,0.000013,0.000054,0.000019,0.000028,0.000004,0.000003,0.000006,0.000001,0.000002,0.000002,0.000001,0.000005,0.000001,0.000003,0.000001,0.000005,0.000003,0.000011,0.000004,0.001849,0.000003,0.000004,0.000004,0.000003,0.000003,0.000013,0.000005,0.000013,0.000007,0.000006,0.000009,0.000001,0.000003,0.000007,0.000004,0.000008,0.000001,0.000002,0.000001,0.000028,0.000009,0.000007,0.000013,0.000013,0.000007,0.000015,0.000002,0.000006,0.000005,0.000028,0.000037,0.000005,0.000004,0.000001,0.000003,0.00001,0.000009,0.00002,0.000002
197,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,0.000067,0.000124,0.000311,0.000213,0.000077,0.000115,0.000102,0.000007,0.000005,0.000012,0.000016,0.000015,0.000057,0.000053,0.000008,0.000052,0.000005,0.000126,0.000008,0.000044,0.000008,0.000049,0.001847,0.000254,0.000109,0.000008,0.000251,0.000177,0.000038,0.000094,0.000215,0.00016,0.000291,0.000485,0.000036,0.000126,0.000065,0.000257,0.000291,0.000035,0.000026,0.00001,0.000077,0.000207,0.000138,0.000362,0.000237,0.000128,0.000146,0.000233,0.000104,0.000036,0.000292,0.000418,0.00058,0.000096,0.000128,0.000332,0.000168,0.000127,0.000336,0.000059
329,Ralstonia pickettii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii,0.000004,0.00001,0.000008,0.000005,0.000025,0.000009,0.000013,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0,0.000001,0,0.000001,0.000001,0.000002,0.000001,0.001673,0.000025,0.000013,0.000011,0.000009,0.00003,0.000002,0.000003,0.000004,0.000003,0.000002,0.000003,0.000001,0.000002,0.000003,0.000002,0.000003,0,0.000002,0,0.000003,0.000004,0.000003,0.000003,0.000009,0.000002,0.000002,0,0.000003,0.000003,0.000012,0.000025,0.000001,0.000002,0.000002,0.000002,0.000003,0.000004,0.000007,0
51047,Actinobacillus minor,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus minor,0.000008,0.000018,0.000018,0.00002,0.000025,0.000014,0.000012,0.000002,0.000002,0.000004,0.000006,0.000005,0.00002,0.000013,0.000002,0.000012,0.000003,0.000016,0.000003,0.000011,0.000003,0.000013,0.001624,0.000032,0.000022,0.000032,0.000036,0.000013,0.000009,0.000013,0.000051,0.000026,0.000018,0.000086,0.000004,0.000005,0.000013,0.000024,0.00003,0.000002,0.000027,0.000001,0.000012,0.000033,0.000017,0.000021,0.000073,0.000014,0.000042,0.000014,0.000018,0.000026,0.000043,0.000037,0.000093,0.000008,0.000004,0.000014,0.000019,0.000022,0.000022,0.000002
621,Shigella boydii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella boydii,0.00055,0.00155,0.000658,0.000408,0.000031,0.000215,0.000008,0.000167,0.000086,0.000004,0.000006,0.00002,0,0.000275,0.000043,0.000046,0.000049,0.000248,0.000003,0.000003,0,0.000025,0.000132,0.000926,0.00005,0.00004,0.001362,0.001423,0,0,0.000006,0.00001,0,0.000001,0.000003,0.000001,0.000003,0,0.000028,0.000013,0.000004,0.000001,0.000011,0.000001,0.000001,0,0,0.000001,0.000002,0.000002,0.000003,0,0.000002,0.000003,0.000036,0,0.000001,0.000001,0.000003,0.000004,0.000016,0.000011
