taxid,desc,superkingdom,phylum,class,order,family,genus,species,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-58-Time1,CD-58-Time2,CD-58-Time3,CD-68-Time1,CD-68-Time2,CD-68-Time3,CD-92-Time1,CD-92-Time2,CD-92-Time3,CD-104-Time1,CD-104-Time2,CD-104-Time3,CD-33-Time1,CD-33-Time2,CD-33-Time3,UC10010302CD,UC20020003M,UC20020002CD,UC20020003CD,UC20020004M,UC20020002M,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713,HE-SRS012849,HE-SRS012969,HE-SRS013098,HE-SRS013476,HE-SRS013521,HE-SRS013638,HE-SRS013639,HE-SRS013800,HE-SRS014287,HE-SRS014313,HE-SRS014459,HE-SRS014613,HE-SRS014683,HE-SRS015133,HE-SRS015190,HE-SRS015264,HE-SRS015369,HE-SRS015431,HE-SRS015782,HE-SRS015794,HE-SRS015854,HE-SRS015890,HE-SRS015960,HE-SRS016056,HE-SRS016203,HE-SRS016267,HE-SRS016437,HE-SRS016438,HE-SRS016517,HE-SRS016585,HE-SRS016753,HE-SRS016954,HE-SRS016989,HE-SRS017191,HE-SRS017247,HE-SRS017307,HE-SRS017521,HE-SRS017701,HE-SRS017821,HE-SRS017916,HE-SRS018133,HE-SRS018313,HE-SRS018351,HE-SRS018575,HE-SRS018817,HE-SRS018984,HE-SRS019030,HE-SRS019068,HE-SRS019161,HE-SRS019267,HE-SRS019381,HE-SRS019397,HE-SRS019582,HE-SRS019601,HE-SRS019685,HE-SRS019787,HE-SRS019910,HE-SRS019968,HE-SRS020233,HE-SRS020622,HE-SRS021153,HE-SRS021219,HE-SRS021484,HE-SRS021948,HE-SRS022071,HE-SRS022137,HE-SRS022524,HE-SRS022609,HE-SRS023176,HE-SRS023346,HE-SRS023526,HE-SRS023583,HE-SRS023829,HE-SRS023914,HE-SRS023971,HE-SRS024009,HE-SRS024075,HE-SRS024132,HE-SRS024265,HE-SRS024331,HE-SRS024388,HE-SRS024435,HE-SRS024549,HE-SRS024625,HE-SRS024663,HE-SRS042284,HE-SRS042628,HE-SRS043001,HE-SRS043411,HE-SRS043667,HE-SRS043701,HE-SRS045004,HE-SRS045528,HE-SRS045645,HE-SRS045713,HE-SRS045739,HE-SRS047014,HE-SRS047044,HE-SRS048164,HE-SRS048870,HE-SRS049164,HE-SRS049402,HE-SRS049712,HE-SRS049896,HE-SRS049900,HE-SRS049959,HE-SRS049995,HE-SRS050026,HE-SRS050299,HE-SRS050422,HE-SRS050752,HE-SRS050925,HE-SRS051031,HE-SRS051882,HE-SRS052027,HE-SRS052697,HE-SRS053214,HE-SRS053335,HE-SRS053356,HE-SRS053398,HE-SRS053573,HE-SRS053649,HE-SRS054352,HE-SRS054590,HE-SRS054956,HE-SRS055533,HE-SRS055982,HE-SRS056259,HE-SRS056273,HE-SRS056519,HE-SRS057478,HE-SRS057717,HE-SRS058070,HE-SRS058723,HE-SRS058770,HE-SRS062427,HE-SRS063040,HE-SRS063489,HE-SRS063518,HE-SRS063985,HE-SRS064276,HE-SRS064557,HE-SRS064645,HE-SRS064973,HE-SRS065504,HE-SRS074670,HE-SRS074964,HE-SRS075078,HE-SRS075341,HE-SRS075398,HE-SRS075963,HE-SRS076929,HE-SRS077086,HE-SRS077194,HE-SRS077294,HE-SRS077335,HE-SRS077502,HE-SRS077552,HE-SRS077730,HE-SRS077753,HE-SRS077849,HE-SRS078176,HE-SRS078242,HE-SRS078419,HE-SRS078665,HE-SRS097889,HE-SRS098514,HE-SRS098571,HE-SRS098644,HE-SRS098717,HE-SRS098827,HE-SRS098881,HE-SRS100021,HE-SRS101376,HE-SRS101433,HE-SRS103987,HE-SRS104197,HE-SRS104311,HE-SRS104400,HE-SRS104485,HE-SRS105082,HE-SRS105153,HE-SRS140492,HE-SRS140513
469588,Bacteroides sp. 2_1_22,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_1_22,0.00016,0.000116,0.000256,0.000143,0.000154,0.000776,0.000216,0.000393,0.000916,0,0.00001,0,0,0.000554,0.00001,0.000083,0.003557,0.000032,0.000334,0.000011,0,0.000032,0.000248,0.007425,0.003382,0.005327,0.003093,0.010601,0.003026,0.001423,0.001423,0.001492,0.002523,0.00146,0.021626,0.014736,0.004517,0.002409,0.002167,0.010893,0.037457,0.011129,0.002979,0.001394,0.00345,0.00161,0.000843,0.001544,0.001184,0.004405,0.000698,0.001759,0.002386,0.00846,0.00395,0.002246,0.003318,0.005158,0.000526,0.000743,0.004048,0.003925,0.002136,0.002748,0.001182,0.001113,0.00067,0.001006,0.002037,0.001665,0.001693,0.001905,0.001131,0.003253,0.003667,0.000791,0.007187,0.003715,0.005086,0.001484,0.001406,0.009522,0.007901,0.005605,0.00356,0.003517,0.001325,0.012029,0.001443,0.002326,0.002812,0.00003,0.00778,0.009172,0.008064,0.003952,0.012427,0.001886,0.005691,0.001738,0.002091,0.000141,0.011105,0.006039,0.016988,0.005619,0.004371,0.009603,0.002156,0.00108,0.006432,0.001507,0.001868,0.001076,0.004425,0.003857,0.004197,0.014456,0.001609,0.003002,0.004698,0.005907,0.01412,0.002138,0.001303,0.00149,0.000903,0.002096,0.001619,0.001688,0.007657,0.009064,0.005569,0.004951,0.009548,0.002134,0.037021,0.01271,0.004987,0.000703,0.001412,0.003815,0.002791,0.000899,0.004957,0.011475,0.005232,0.00734,0.001008,0.019093,0.004846,0.004113,0.002844,0.001858,0.008082,0.005633,0.016265,0.007817,0.002531,0.000628,0.002212,0.004784,0.002485,0.009498,0.000237,0.002309,0.003692,0.001022,0.000816,0.002292,0.005458,0.000904,0.001036,0.004864,0.000495,0.005519,0.015299,0.007443,0.009689,0.007664,0.001122,0.000844,0.008012,0.002284,0.001912,0.001281,0.009878,0.010721,0.002351,0.003701,0.007131,0.005827,0.0033,0.007939,0.007095,0.001622,0.007835,0.003108,0.002352,0.004021,0.00395,0.001069,0.001467,0.004373,0.002324,0.004432,0.002831,0.008195,0.005344,0.011025,0.002897,0.012104,0.000768,0.001181,0.004751,0.002764,0.00257,0.001851,0.002079,0.003689,0.008114,0.005555,0.005208,0.000551,0.001218,0.000778,0.001681,0.005091,0.002288,0.00324,0.003444,0.003241,0.001871,0.005119,0.001611,0.002632,0.001499,0.001261,0.003656,0.002384,0.001112,0.004248,0.000664,0.003302,0.00704,0.002799
43675,Rothia mucilaginosa,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia mucilaginosa,0.000159,0.002411,0.000399,0.000175,0.001003,0.000027,0.000529,0.000088,0.000013,0.000136,0.000096,0.000079,0.000171,0.000019,0.000072,0.000879,0.00004,0.000058,0.000085,0.000062,0.000333,0.000856,0.000064,0,0,0,0,0,0,0,0.000017,0.00001,0,0,0,0,0,0,0.000136,0,0,0,0,0.000015,0,0.000018,0.000017,0,0.000038,0,0,0,0,0.000018,0,0,0,0,0,0.000014,0.000019,0.00002,0.000033,0.000027,0.000066,0,0,0,0.000059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000024,0,0,0,0,0,0,0,0,0,0,0,0.000122,0,0.000019,0.00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000026,0.000023,0.000018,0,0,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000022,0,0,0,0,0.000021,0,0,0.000055,0,0,0.000019,0,0,0,0,0,0.000023,0,0.000045,0,0,0,0.000018,0,0,0,0,0,0,0,0.000025,0,0,0.000079,0,0.000027,0.00002,0.000032,0,0,0.000018,0,0,0.000049,0,0,0,0.00003,0,0,0,0,0.000023,0.000051,0,0,0,0,0.000017,0,0.000017,0.000019,0.000034,0.000028,0,0.00104,0,0,0,0,0.00003,0,0,0,0.00005,0.000031,0,0.000023,0.000032,0.000035,0,0,0,0,0,0,0.000015,0.00002,0.000081,0.000031,0,0,0,0,0,0,0,0.000029,0.000065
1750,Propionibacterium propionicum,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium propionicum,0.000157,0.000143,0.000046,0.000027,0.001813,0.00003,0.000184,0,0,0.000024,0.00001,0,0,0,0,0,0,0.000012,0.000012,0.000019,0.000026,0.000101,0,0.000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0,0,0,0,0,0.000016,0,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0.000157,0.000269,0.000309,0.000358,0.000272,0.00034,0.000246,0.000333,0.000392,0.000207,0.000071,0.000112,0.000367,0.00061,0.000421,0.001032,0.000334,0.000377,0.000129,0.000714,0.000098,0.000179,0.002331,0.000152,0.000021,0.000051,0.000143,0.000135,0.000098,0.000113,0.00025,0.000205,0.00011,0.000233,0.000135,0.000025,0.000071,0.000338,0.000389,0.000048,0.000027,0.000013,0.000205,0.000326,0.000214,0.00029,0.000631,0.000098,0.000164,0.000099,0.000164,0.000061,0.000212,0.00031,0.002709,0.000028,0.000018,0.000185,0.000096,0.000345,0.000221,0.000103,0.000028,0.000021,0.000075,0.000039,0,0.000341,0.00006,0.000014,0.000052,0.000028,0.000035,0.000024,0,0.000082,0,0.000061,0,0.000054,0.000149,0,0.000052,0.000012,0,0,0.000023,0,0.000156,0,0.001561,0,0,0.000016,0.000012,0.000011,0,0.00002,0.000048,0,0.000013,0.000148,0.000012,0.000022,0.000034,0,0.000013,0,0,0.000075,0.000024,0.000014,0.000023,0,0.000052,0.00011,0.000044,0,0.00002,0.000018,0.000084,0,0.00001,0,0.000022,0.000069,0.000075,0,0.000054,0.000028,0,0.000012,0.00002,0,0.000023,0.000075,0,0.000035,0.000012,0.000035,0.000023,0,0,0.000047,0,0.000011,0.000015,0,0.000197,0,0.000019,0,0.000017,0,0.00002,0,0,0,0.000048,0,0.000017,0.000072,0.000048,0.000025,0,0,0,0.00017,0.000027,0,0.000017,0.00002,0.000029,0.000027,0.000033,0,0.000014,0.000051,0.000018,0.000034,0.000185,0.000011,0,0,0.000042,0,0.000022,0,0,0.000018,0.000016,0.000012,0.000053,0.000015,0.000026,0.000015,0.000017,0.000011,0.000041,0,0.000058,0.000042,0.000046,0,0,0,0.000067,0,0,0.00002,0.000016,0.000049,0.000068,0.00006,0.000019,0,0.000018,0.00001,0.00004,0,0.000015,0.000014,0.000024,0.000013,0.000022,0.000015,0,0.000065,0.000038,0.000052,0.000023,0.00003,0,0.000019,0.000013,0,0.000011,0,0.000022,0.000086,0.000077,0,0.00001,0.000052,0.00005,0.000019
89152,[Clostridium] hiranonis,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,none,[Clostridium] hiranonis,0.000154,0.000108,0.000096,0.001092,0.000066,0.000155,0.000076,0,0,0.000057,0.000125,0.000054,0.000197,0.00052,0,0.000072,0,0.000563,0.000018,0.000105,0.000023,0.000099,0.00033,0.001048,0.00001,0.00001,0.000162,0.000432,0.000106,0.000095,0.000435,0.000217,0.000145,0.000653,0.00003,0.000016,0.000143,0.000255,0.000761,0.000012,0.000015,0,0.000137,0.000533,0.000363,0.000309,0.000415,0.000086,0.000363,0.000629,0.000206,0.000028,0.000104,0.000304,0.000435,0.000045,0.000358,0.000047,0.000154,0.000326,0.000179,0.000011,0,0.000011,0.000013,0.000036,0,0,0.000013,0,0.000013,0.000014,0,0,0.000011,0.000018,0,0,0,0.00002,0.000037,0,0.000029,0,0,0,0,0,0,0,0.000053,0,0,0,0.000012,0.000021,0,0,0.000017,0,0.00001,0.000023,0,0,0,0,0,0,0,0.000027,0.000022,0,0.000012,0,0.000028,0.000019,0.000013,0,0,0,0.000026,0,0,0,0,0.000023,0.000038,0.000011,0.000014,0.000019,0,0,0.00002,0,0,0.000017,0,0,0,0.000042,0.000012,0.000015,0,0.000018,0,0,0.000027,0,0.000044,0,0,0,0.000014,0,0,0.000012,0,0,0.000021,0,0,0.000027,0.000016,0,0,0,0,0.000038,0.000019,0.000045,0,0,0.000015,0.000019,0.000048,0,0.000012,0.000021,0,0.000037,0.000118,0,0,0,0.000027,0,0.000031,0,0,0.000014,0.000016,0,0,0,0.000026,0,0,0,0.000024,0,0,0.000053,0,0,0,0,0.000011,0,0,0.000017,0,0.000015,0,0.000011,0,0.00001,0.000011,0.000012,0.00001,0,0.000012,0,0.000024,0.000017,0,0.000011,0.00024,0,0.000018,0.000014,0.000011,0.000024,0,0.000012,0,0,0.000014,0,0.000013,0.000018,0.000014,0,0,0.000014,0.000028,0
208962,Escherichia albertii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia albertii,0.000152,0.000471,0.000094,0.000078,0.000027,0.000038,0.000032,0.000018,0,0,0,0,0,0.000031,0,0,0,0.000017,0,0,0,0,0.000849,0.000107,0,0.000019,0.000443,0.000151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000012,0.000017,0,0,0,0,0,0,0,0,0,0.000011,0,0,0,0,0,0,0,0,0,0.000021,0,0,0,0,0,0,0,0,0,0,0,0,0.000011,0,0,0.000052,0.015038,0,0,0,0.000119,0,0,0.000208,0,0,0,0,0.00003,0,0,0,0,0.000016,0.000017,0,0,0,0,0,0.000038,0,0,0,0,0,0,0.000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000012,0,0,0,0,0,0,0,0,0.000483,0,0,0,0,0,0,0,0,0.00004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019,0,0,0,0,0,0.000059,0,0,0,0,0,0,0,0,0,0.000058,0,0,0,0,0,0,0,0,0.000013,0,0.000013,0,0,0,0,0.000028,0,0.000012,0.000013,0,0.000016,0,0,0,0.000017,0,0,0,0.000029,0.000012,0.000041,0,0,0,0,0,0,0,0,0.000042,0,0.000065,0
1313,Streptococcus pneumoniae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,0.000152,0.000122,0.000211,0.000218,0.000156,0.000099,0.0001,0.000104,0.000041,0.000327,0.000266,0.000431,0.001402,0.000285,0.000095,0.000569,0.000037,0.000586,0.000132,0.000579,0.000217,0.00174,0.000189,0.000256,0,0,0.000208,0.00017,0.000052,0.000062,0.000518,0.00005,0.000061,0.000351,0.000041,0.000012,0.000041,0.000292,0.000166,0.000034,0.000158,0,0.000102,0.000114,0.000081,0.00015,0.000176,0.000062,0.000208,0.000052,0.000074,0.000046,0.000133,0.000116,0.000198,0.000022,0.000022,0.000066,0.000108,0.000114,0.000083,0.000059,0.000027,0,0.000028,0.000025,0.000076,0.000047,0.000081,0.000014,0.000025,0.000017,0.000013,0.00001,0,0.000015,0,0.000078,0.000011,0.000015,0.000476,0,0.000018,0.000014,0.000013,0,0.000012,0,0,0,0.000047,0,0.000013,0.000046,0.00002,0,0.000025,0,0.000074,0,0.000016,0.000063,0,0.000164,0.000039,0,0.000033,0,0.000018,0.000016,0,0.000014,0.00001,0.000022,0.000015,0.00001,0.000075,0,0.000013,0.000021,0.000114,0,0,0.000071,0,0.000026,0,0.00001,0.000022,0.000022,0,0.00002,0.000019,0,0.000052,0.000036,0.000012,0.000019,0.000025,0.000022,0.000162,0,0.000011,0,0,0.000045,0.00001,0.000042,0.000375,0,0.000019,0,0.000029,0.000036,0.000017,0.000015,0,0,0.000039,0.000021,0.000012,0.000011,0.000036,0.000041,0.000037,0.000072,0.000015,0.000025,0,0,0.00003,0.000019,0.000021,0.00002,0.000031,0.000035,0.000024,0.00008,0.000013,0.000018,0.000042,0.000088,0,0,0.000061,0.000018,0.000065,0,0,0.000023,0.000012,0.000015,0.00002,0.000023,0.000025,0.000025,0.00001,0.000027,0.000048,0,0.000173,0.000011,0.000012,0.00001,0,0,0.000011,0,0,0.000011,0,0.000103,0.000281,0.000054,0.000024,0,0.000046,0.000077,0.000037,0.000015,0.000014,0.000013,0.000016,0,0.000021,0.000013,0,0.000017,0.000042,0.000056,0.000028,0.000034,0.00001,0.000021,0,0.000026,0,0,0,0.000017,0.000018,0,0,0,0.000036,0.000031
1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,0.000152,0.00042,0.000219,0.000982,0.000134,0.00014,0.000094,0.000041,0.000032,0.00006,0.000044,0.000034,0.00017,0.000109,0.000039,0.000075,0.000031,0.000073,0.000041,0.000106,0.000046,0.000232,0.044205,0.000257,0.001474,0.001413,0.000248,0.000211,0.000088,0.000088,0.000418,0.000245,0.00015,0.000414,0.000032,0.000016,0.000178,0.000391,0.000524,0.000012,0.00002,0,0.000136,0.000475,0.00021,0.000267,0.000384,0.00009,0.0003,0.000082,0.0002,0.000039,0.000169,0.000337,0.00023,0.000029,0.00002,0.000051,0.000145,0.000273,0.000188,0.00002,0,0,0.000013,0.000016,0,0.000014,0,0,0,0,0,0,0,0.000013,0,0,0,0,0.000027,0,0,0,0,0,0,0,0,0,0.000022,0.001218,0,0,0,0,0,0.000011,0.000011,0,0,0.000014,0,0,0,0,0,0,0,0,0.000015,0,0,0,0.000017,0,0,0,0,0,0.000017,0,0,0,0,0.000018,0.000019,0,0,0.00002,0,0,0.000014,0,0,0.000023,0,0,0,0.000029,0,0,0,0.000013,0,0,0,0,0.000015,0,0,0,0,0,0,0,0,0,0.000013,0,0,0.000022,0.000012,0,0,0,0,0.00003,0.000018,0,0,0.000017,0.00001,0,0.00004,0,0,0,0,0,0.000029,0,0,0,0.000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000013,0,0,0.000022,0,0,0,0,0.000012,0,0,0,0,0,0,0.000012,0,0,0,0,0,0,0,0,0.000011,0.00001,0,0.000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019,0.000014,0,0,0,0,0
40542,Leptotrichia buccalis,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia buccalis,0.000151,0.000034,0.000036,0.000065,0.00003,0.000043,0.000031,0,0,0.000024,0,0,0.000034,0.000011,0,0,0,0.000019,0.000018,0.000026,0.000016,0.000035,0.000022,0.000025,0,0,0.000031,0.000027,0.000032,0.000026,0.000128,0.000071,0.000036,0.000085,0.000011,0,0.000025,0.000081,0.000236,0,0,0,0.000034,0.00015,0.000087,0.000169,0.000107,0.000035,0.000107,0.000022,0.00006,0,0.000044,0.0001,0.000185,0,0,0.000015,0.00003,0.000095,0.000058,0,0,0,0,0,0,0.000013,0,0,0,0,0,0,0,0,0,0,0,0,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0,0,0,0,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671229,Veillonella sp. oral taxon 780,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella sp. oral taxon 780,0.00015,0.000034,0.000039,0.000058,0.000053,0.00005,0.000053,0.00011,0.000074,0,0,0.000016,0.000019,0.000179,0.000025,0.000397,0.000072,0.000025,0.000013,0.00005,0,0.000033,0,0.000042,0,0,0.000016,0.000019,0.000036,0.000055,0.000058,0.000079,0.000065,0.000099,0,0,0.000015,0.000068,0.000114,0.000038,0.000012,0,0.000021,0.000154,0.000044,0.000148,0.000094,0.000023,0.000108,0.000025,0.000028,0.000015,0.000057,0.00004,0.000033,0,0.000017,0.000012,0.000027,0.000052,0.000038,0.000032,0,0,0.000018,0,0,0.000018,0.000034,0,0.000016,0.000011,0,0,0,0,0,0,0,0,0.00003,0,0,0,0,0,0,0,0,0,0.000011,0,0,0,0,0,0,0.00001,0,0,0,0.000019,0,0.000017,0,0,0,0,0,0,0,0,0,0,0.000018,0,0,0,0,0,0,0,0,0,0,0.000011,0.000011,0,0.00001,0,0,0,0.000038,0,0,0,0,0,0,0.000013,0.000015,0,0,0.000017,0,0,0,0,0,0,0,0,0.000036,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0.000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000012,0,0,0,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000082,0,0,0,0,0,0,0,0,0,0.000016,0,0,0,0,0,0,0,0,0.000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363265,Prevotella stercorea,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea,0.000147,0.000159,0.0002,0.000165,0.000309,0.001268,0.001702,0.000045,0.000068,0,0,0,0,0,0,0,0.000433,0,0.000037,0,0,0,0.000022,0.000034,0,0,0.000021,0.000029,0.001338,0.00061,0.002513,0.001016,0.006439,0.000675,0.001232,0.001757,0.118632,0.002268,0.000448,0.002942,0.001012,0.001915,0.026348,0.002008,0.001332,0.000177,0.000473,0.001401,0.000381,0.000536,0.003897,0.001615,0.001453,0.00093,0.000474,0.000715,0.005797,0.001118,0.000807,0.000807,0.000604,0.002072,0.006171,0.002797,0.000879,0.000618,0.006773,0.000855,0.001856,0.002584,0.001614,0.001528,0.000871,0.000632,0.000939,0.008314,0.001951,0.001332,0.000637,0.001789,0.001423,0.003302,0.001152,0.000511,0.000611,0.000445,0.001092,0.000986,0.000584,0.000985,0.000329,0.000028,0.00087,0.00157,0.003243,0.000203,0.002955,0.01207,0.001983,0.000602,0.000633,0.000818,0.000183,0.000718,0.000961,0.000382,0.001432,0.000543,0.000946,0.001617,0.000426,0.00219,0.000784,0.000682,0.001066,0.000644,0.001526,0.001326,0.00079,0.000564,0.000819,0.000739,0.000637,0.003199,0.000319,0.000761,0.000442,0.002467,0.000545,0.004013,0.000987,0.002041,0.004278,0.000792,0.001314,0.00974,0.00065,0.000955,0.00226,0.000403,0.00154,0.000478,0.000745,0.003479,0.000942,0.001573,0.198113,0.002817,0.000308,0.001858,0.001127,0.003204,0.000138,0.000628,0.001567,0.000744,0.001554,0.000886,0.000348,0.002073,0.0017,0.000745,0.00032,0.002441,0.004167,0.231207,0.000179,0.009579,0.003554,0.005102,0.001545,0.000806,0.001055,0.000355,0.001543,0.001271,0.002441,0.000433,0.00144,0.00186,0.019784,0.000988,0.000438,0.00086,0.009776,0.001011,0.000395,0.001861,0.002363,0.000622,0.000883,0.000381,0.001606,0.001698,0.000792,0.001662,0.000302,0.002345,0.000568,0.00036,0.000162,0.009483,0.000416,0.000492,0.000172,0.002316,0.000642,0.001029,0.001554,0.001286,0.000655,0.001136,0.000554,0.001336,0.001841,0.003587,0.001388,0.00198,0.000346,0.000581,0.001215,0.001069,0.002827,0.00957,0.001313,0.001776,0.005774,0.000231,0.000988,0.002214,0.001144,0.000818,0.00127,0.001182,0.000154,0.000458,0.002173,0.00174,0.002353,0.000458,0.001048,0.000755,0.00367,0.001925,0.00179,0.000532
39777,Veillonella atypica,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella atypica,0.000146,0.000058,0.000056,0.000118,0.000097,0.000087,0.000247,0.000709,0.000465,0.000108,0.00016,0.000275,0.000182,0.000558,0.000073,0.001909,0.000394,0.001128,0.000247,0.000692,0.000022,0.000683,0.000067,0.000041,0.000021,0,0.000106,0.00069,0.000214,0.000099,0.00066,0.000093,0.000312,0.000331,0.000023,0.00001,0.000092,0.000076,0.000258,0.000303,0.000014,0.00004,0.000069,0.000189,0.000059,0.00027,0.000128,0.00005,0.000149,0.001577,0.000075,0.000035,0.000259,0.000117,0.000119,0.000018,0.000024,0.000026,0.000093,0.000088,0.000125,0.000036,0.000143,0.000136,0.000021,0.000017,0.00003,0.000043,0.000035,0.000238,0.000012,0.000014,0,0.000012,0.00011,0,0,0.001052,0,0,0.000019,0,0.000089,0.000052,0.000013,0.000015,0.000021,0.00001,0.000027,0.000024,0.000015,0,0.00007,0.000012,0.000017,0,0.000015,0.000092,0,0.000021,0.000106,0.000013,0,0,0.000012,0.000021,0,0.000056,0,0,0,0.000012,0,0.000066,0.000047,0,0,0,0,0,0.000028,0.000015,0.000022,0.000014,0,0.000215,0,0.000033,0,0.000032,0,0.000059,0.000345,0.000011,0.00007,0.000067,0,0.000019,0,0.000015,0.000042,0.000013,0,0.000015,0.000048,0,0.000023,0.000312,0.000081,0.000029,0.00001,0.000022,0.000872,0.00001,0.000019,0.000083,0.000016,0.000144,0.000062,0,0.000059,0,0.000051,0.000034,0.000284,0.000384,0,0,0,0,0.00004,0.000168,0.000014,0.000023,0.000015,0,0,0.000076,0.00001,0.000017,0.000039,0.000032,0.000017,0.000015,0.000024,0.000032,0.000137,0.000021,0.000017,0.000077,0.000044,0.000014,0,0.000086,0.000362,0.000065,0,0.000012,0,0.000015,0.000465,0.00002,0,0.000018,0.000024,0.000018,0.000018,0.000105,0.000014,0.000036,0.000059,0.000116,0.008826,0.000122,0.000017,0.000056,0,0.000068,0.000113,0,0.000011,0.000017,0.000119,0.000015,0.000064,0.000167,0.000016,0,0.00015,0.000252,0.000213,0,0.000014,0.000016,0.000021,0.000069,0.000045,0,0,0.000038,0,0.000011,0.000017,0,0.000163,0.000037
